accident_date,發生日期,發生年度,發生月份,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
20230101,20230101,2023,1,140800,A1,雲林縣警察局,雲林縣崙背鄉五魁村雲11鄉道路燈桿225403號處,晴,日間自然光線,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,逆向行駛,死亡1;受傷0,1,機車,普通重型,男,44,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,NA,NA,駕駛人,逆向行駛,否,120.322165,23.774017
20230712,20230712,2023,7,084403,A1,桃園市政府警察局,桃園市平鎮區中豐路一段114號前0.0公尺,晴,無照明,其他,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,5,小客車(含客、貨兩用),自用,男,72,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,後車尾,NA,NA,無(車輛駕駛者因素),尚未發現肇事因素,否,121.213776,24.92962
20230712,20230712,2023,7,084403,A1,桃園市政府警察局,桃園市平鎮區中豐路一段114號前0.0公尺,晴,無照明,其他,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,6,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.213776,24.92962
20230712,20230712,2023,7,101200,A1,臺北市政府警察局,臺北市大安區芳蘭路 / 臺北市大安區長興街,晴,無照明,市區道路,30,交岔路,四岔路,其他,行人穿越道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,1,小客車(含客、貨兩用),自用,女,65,不明,不明,車的狀態,左轉彎,汽車,前車頭,NA,NA,駕駛者,車輛未依規定暫停讓行人先行,否,121.54751,25.01505
20230712,20230712,2023,7,101200,A1,臺北市政府警察局,臺北市大安區芳蘭路 / 臺北市大安區長興街,晴,無照明,市區道路,30,交岔路,四岔路,其他,行人穿越道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,2,人,行人,男,54,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.54751,25.01505
20230712,20230712,2023,7,134900,A1,新竹縣政府警察局,新竹縣寶山鄉新城村寶新路三段110號,晴,有照明且開啟,鄉道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,68,戴半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.961108,24.730325
20230712,20230712,2023,7,134900,A1,新竹縣政府警察局,新竹縣寶山鄉新城村寶新路三段110號,晴,有照明且開啟,鄉道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.961108,24.730325
20230712,20230712,2023,7,184800,A1,新北市政府警察局,新北市淡水區關渡橋下機車引道-往臺北號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡1;受傷0,1,機車,普通重型,女,40,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,NA,NA,其他,其他不當駕車行為,否,121.481682,25.221923
20230712,20230712,2023,7,184800,A1,新北市政府警察局,新北市淡水區關渡橋下機車引道-往臺北號前0.0公尺,晴,有照明且開啟,市區道路,50,單路部分,直路,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),112,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.481682,25.221923
20230713,20230713,2023,7,062200,A1,新竹縣政府警察局,新竹縣新埔鎮照門里5鄰大坪3-5號前,晴,有照明未開啟或故障,縣道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,人與車,穿越道路中,非駕駛者,未依標誌或標線穿越道路,死亡1;受傷1,1,人,行人,女,86,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,NA,NA,非駕駛者,未依標誌或標線穿越道路,否,121.106383,24.847201
20230713,20230713,2023,7,062200,A1,新竹縣政府警察局,新竹縣新埔鎮照門里5鄰大坪3-5號前,晴,有照明未開啟或故障,縣道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,人與車,穿越道路中,非駕駛者,未依標誌或標線穿越道路,死亡1;受傷1,2,機車,大型重型1(550C.C.以上),男,66,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.106383,24.847201
20230713,20230713,2023,7,062400,A1,高雄市政府警察局,高雄市大寮區河堤路3段 / 高雄市大寮區華中南路,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,闖紅燈直行,死亡1;受傷1,1,機車,普通重型,男,45,戴非半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,駕駛者,闖紅燈直行,否,120.423338,22.550046
20230713,20230713,2023,7,062400,A1,高雄市政府警察局,高雄市大寮區河堤路3段 / 高雄市大寮區華中南路,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,闖紅燈直行,死亡1;受傷1,2,機車,普通重型,男,40,戴非半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,無(車輛駕駛者因素),尚未發現肇事因素,否,120.423338,22.550046
20230713,20230713,2023,7,114041,A1,臺南市政府警察局,臺南市北區公園南路附近 / 臺南市北區北門路二段附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,65,戴半罩式安全帽,未使用,車的狀態,向左變換車道,機車與自行車,前車頭,NA,NA,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.212833,23.000427
20230713,20230713,2023,7,114041,A1,臺南市政府警察局,臺南市北區公園南路附近 / 臺南市北區北門路二段附近,晴,有照明未開啟或故障,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,小貨車(含客、貨兩用),自用,男,33,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,後車尾,NA,NA,無(車輛駕駛者因素),尚未發現肇事因素,否,120.212833,23.000427
20230714,20230714,2023,7,035600,A1,臺中市政府警察局,臺中市大里區東昇里環中東路六段142號前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,小客車(含客、貨兩用),自用,男,26,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),NA,NA,駕駛者,恍神、緊張、心不在焉分心駕駛,是,120.694735,24.10829
20230714,20230714,2023,7,035600,A1,臺中市政府警察局,臺中市大里區東昇里環中東路六段142號前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,慢車,腳踏自行車,男,50,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,機車與自行車,後車尾,NA,NA,無(車輛駕駛者因素),尚未發現肇事因素,否,120.694735,24.10829
20230714,20230714,2023,7,081805,A1,南投縣政府警察局,南投縣南投市南崗二路口 / 南投縣南投市福岡路1段口,晴,無照明,省道,60,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,右轉彎未依規定,死亡1;受傷0,1,大貨車,營業用,男,43,不明,不明,車的狀態,右轉彎,汽車,右側車身,NA,NA,駕駛者,右轉彎未依規定,否,120.676462,23.917878
20230714,20230714,2023,7,081805,A1,南投縣政府警察局,南投縣南投市南崗二路口 / 南投縣南投市福岡路1段口,晴,無照明,省道,60,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛者,右轉彎未依規定,死亡1;受傷0,2,機車,普通重型,男,68,戴半罩式安全帽,不明,車的狀態,其他,機車與自行車,前車頭,NA,NA,無(車輛駕駛者因素),尚未發現肇事因素,否,120.676462,23.917878
20230714,20230714,2023,7,171800,A1,雲林縣警察局,雲林縣斗六市重光北路178號旁,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡1;受傷1,1,機車,普通重型,男,19,戴非半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,駕駛者,未保持行車安全距離,否,120.56574,23.700528
20230714,20230714,2023,7,171800,A1,雲林縣警察局,雲林縣斗六市重光北路178號旁,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛者,未保持行車安全距離,死亡1;受傷1,2,慢車,腳踏自行車,女,60,未戴安全帽或未繫安全帶(未使用幼童安全椅),不明,車的狀態,向前直行中,機車與自行車,後車尾,NA,NA,無(車輛駕駛者因素),尚未發現肇事因素,否,120.56574,23.700528
20230715,20230715,2023,7,060400,A1,桃園市政府警察局,桃園市八德區忠勇街口 / 桃園市八德區永福街口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,24,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,前車頭,汽車,前車頭,駕駛者,車輛未依規定暫停讓行人先行,否,121.303826,24.962069
20230715,20230715,2023,7,060400,A1,桃園市政府警察局,桃園市八德區忠勇街口 / 桃園市八德區永福街口,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,2,人,行人,女,81,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,其他,非汽、機及自行車,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.303826,24.962069
20230715,20230715,2023,7,064500,A1,新北市政府警察局,新北市三重區中興橋快車道路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,橋樑,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),未繪設車道線,寬式快慢車道分隔島(50公分以上),有,車輛本身,撞護欄(樁),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,大型重型2(250-550C.C.),男,39,戴非半罩式安全帽,不明,不明,不明,其他,不明,NA,NA,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.498531,25.071757
20230715,20230715,2023,7,064500,A1,新北市政府警察局,新北市三重區中興橋快車道路前0.0公尺,晴,有照明且開啟,市區道路,40,單路部分,橋樑,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),未繪設車道線,寬式快慢車道分隔島(50公分以上),有,車輛本身,撞護欄(樁),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),0,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.498531,25.071757
20230715,20230715,2023,7,091311,A1,臺東縣警察局,臺東縣長濱鄉台11線 96公里800.0公尺處,晴,有照明且開啟,省道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,快慢車道分隔線,有,車輛本身,衝出路外,其他,車輛或機械操作不當(慎),死亡1;受傷0,1,機車,普通重型,男,29,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,NA,NA,其他,車輛或機械操作不當(慎),否,121.459172,23.32343
20230715,20230715,2023,7,091311,A1,臺東縣警察局,臺東縣長濱鄉台11線 96公里800.0公尺處,晴,有照明且開啟,省道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,快慢車道分隔線,有,車輛本身,衝出路外,其他,車輛或機械操作不當(慎),死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.459172,23.32343
20230715,20230715,2023,7,180815,A1,彰化縣警察局,彰化縣芬園鄉縣139線 9公里100.0公尺處南側,晴,有照明未開啟或故障,村里道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,其他,其他不當駕車行為,死亡1;受傷0,1,機車,普通重型,女,19,戴半罩式安全帽,未使用,車的狀態,向前直行中,其他,不明,NA,NA,其他,其他不當駕車行為,否,120.595124,24.028008
20230715,20230715,2023,7,180815,A1,彰化縣警察局,彰化縣芬園鄉縣139線 9公里100.0公尺處南側,晴,有照明未開啟或故障,村里道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,其他,其他不當駕車行為,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.595124,24.028008
20230716,20230716,2023,7,002500,A1,臺東縣警察局,臺東縣臺東市中華路4段附近 / 臺東縣臺東市中華路4段附近,雨,有照明且開啟,市區道路,30,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,1,機車,普通重型,男,62,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,駕駛者,酒醉(後)駕駛,否,121.10172,22.730898
20230716,20230716,2023,7,002500,A1,臺東縣警察局,臺東縣臺東市中華路4段附近 / 臺東縣臺東市中華路4段附近,雨,有照明且開啟,市區道路,30,交岔路,四岔路,交叉路口,交叉口附近,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.10172,22.730898
20230716,20230716,2023,7,071031,A1,屏東縣政府警察局,屏東縣竹田鄉屏81線3.5公里附近,晴,無照明,鄉道,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,1,機車,普通重型,男,52,戴半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,右側車身,駕駛者,酒醉(後)駕駛,否,120.523673,22.594828
20230716,20230716,2023,7,071031,A1,屏東縣政府警察局,屏東縣竹田鄉屏81線3.5公里附近,晴,無照明,鄉道,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞電桿,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.523673,22.594828
20230716,20230716,2023,7,085120,A1,嘉義縣警察局,嘉義縣太保市台18線 4公里300.0公尺處東側向機、慢車道,陰,無照明,省道,40,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),寬式快慢車道分隔島(50公分以上),有,車輛本身,撞路樹,其他,其他不當駕車行為,死亡1;受傷0,1,機車,普通重型,女,27,戴非半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,右側車身,NA,NA,其他,其他不當駕車行為,否,120.354242,23.482777
20230716,20230716,2023,7,085120,A1,嘉義縣警察局,嘉義縣太保市台18線 4公里300.0公尺處東側向機、慢車道,陰,無照明,省道,40,單路部分,直路,路段,慢車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),寬式快慢車道分隔島(50公分以上),有,車輛本身,撞路樹,其他,其他不當駕車行為,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.354242,23.482777
20230716,20230716,2023,7,102006,A1,臺東縣警察局,臺東縣卑南鄉金世界聯絡道路與產業道路口,雨,有照明未開啟或故障,村里道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡1;受傷0,1,機車,普通重型,男,83,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,NA,NA,駕駛者,無號誌路口，左方車未讓右方車先行,否,121.088303,22.793139
20230716,20230716,2023,7,102006,A1,臺東縣警察局,臺東縣卑南鄉金世界聯絡道路與產業道路口,雨,有照明未開啟或故障,村里道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，左方車未讓右方車先行,死亡1;受傷0,2,小貨車(含客、貨兩用),自用,男,26,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),NA,NA,駕駛者,未依規定減速,否,121.088303,22.793139
20230716,20230716,2023,7,114400,A1,新北市政府警察局,新北市八里區中山路3段 / 新北市八里區中山路,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,駕駛者,酒醉(後)駕駛,死亡1;受傷0,1,機車,普通重型,男,55,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,NA,NA,駕駛者,酒醉(後)駕駛,否,121.395376,25.145082
20230716,20230716,2023,7,114400,A1,新北市政府警察局,新北市八里區中山路3段 / 新北市八里區中山路,晴,無照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞交通島,駕駛者,酒醉(後)駕駛,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),0,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.395376,25.145082
20230716,20230716,2023,7,144500,A1,雲林縣警察局,雲林縣西螺鎮東興里臺一線271578號路燈處,雨,有照明未開啟或故障,省道,70,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),快慢車道分隔線,有,車輛本身,撞路樹,其他,其他不當駕車行為,死亡1;受傷0,1,小客車(含客、貨兩用),自用,男,30,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左側車身,NA,NA,其他,其他不當駕車行為,否,120.482451,23.770425
20230716,20230716,2023,7,144500,A1,雲林縣警察局,雲林縣西螺鎮東興里臺一線271578號路燈處,雨,有照明未開啟或故障,省道,70,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),快慢車道分隔線,有,車輛本身,撞路樹,其他,其他不當駕車行為,死亡1;受傷0,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.482451,23.770425
20230716,20230716,2023,7,164500,A1,臺東縣警察局,臺東縣東河鄉台11線 149公里200.0公尺處北側向路肩,晴,有照明且開啟,省道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,快慢車道分隔線,有,車輛本身,其他,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,1,小貨車(含客、貨兩用),自用,女,76,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,NA,NA,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.195547,22.854892
20230716,20230716,2023,7,164500,A1,臺東縣警察局,臺東縣東河鄉台11線 149公里200.0公尺處北側向路肩,晴,有照明且開啟,省道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,快慢車道分隔線,有,車輛本身,其他,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷1,2,NA,NA,無或物(動物、堆置物),-1,NA,NA,NA,NA,NA,NA,NA,NA,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.195547,22.854892
